Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#2906 254,14-Oct-20,Wednesday,21,MasterCard,CVC,?90,Online,Electronics,India,India,India,M,53.8,HSBC,0
#3189 968,14-Oct-20,Wednesday,11,Visa,PIN,?37,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,50.4,Barclays,0
#3399 791,14-Oct-20,Wednesday,8,MasterCard,PIN,?21,ATM,Electronics,China,China,China,M,45.2,Metro,0
#3685 788,14-Oct-20,Wednesday,4,MasterCard,CVC,?17,Online,Entertainment,Russia,Russia,United Kingdom,F,48.5,Metro,1
#3070 663,14-Oct-20,Wednesday,16,MasterCard,Tap,?20,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,35.3,Monzo,0
#3666 381,13-Oct-20,Tuesday,23,MasterCard,CVC,?80,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,45.9,Barlcays,0
#3179 280,13-Oct-20,Tuesday,23,Visa,PIN,?96,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,37.5,HSBC,0
#2559 814,14-Oct-20,Wednesday,10,MasterCard,CVC,?12,Online,Services,China,China,United Kingdom,M,33.2,Barclays,1
#2990 387,13-Oct-20,Tuesday,13,MasterCard,PIN,?25,ATM,Subscription,USA,USA,USA,M,39.7,Barclays,0
#3022 280,14-Oct-20,Wednesday,22,MasterCard,PIN,?25,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.7,Monzo,0
#3686 733,13-Oct-20,Tuesday,15,Visa,CVC,?14,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,60.6,Halifax,0
#3161 602,13-Oct-20,Tuesday,17,Visa,PIN,?258,ATM,Food,United Kingdom,China,United Kingdom,F,52.7,Monzo,0
#2805 266,13-Oct-20,Tuesday,14,MasterCard,Tap,?11,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,44.2,Barlcays,0
#3226 546,14-Oct-20,Wednesday,17,MasterCard,PIN,?186,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,49.5,Barlcays,0
#3426 340,13-Oct-20,Tuesday,7,Visa,CVC,?8,Online,Services,USA,USA,USA,F,38.5,Monzo,0
#2891 340,14-Oct-20,Wednesday,10,MasterCard,PIN,?28,ATM,Subscription,China,China,China,M,27.5,HSBC,0
#2906 827,13-Oct-20,Tuesday,23,Visa,PIN,?347,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,48.7,RBS,0
#3029 035,13-Oct-20,Tuesday,18,Visa,PIN,?390,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,25.3,Barclays,0
#2903 435,13-Oct-20,Tuesday,9,Visa,PIN,?125,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,45.1,Barclays,0
#3580 355,14-Oct-20,Wednesday,9,MasterCard,Tap,?11,POS,Fashion,United Kingdom,USA,United Kingdom,F,49.5,Halifax,0
#3507 807,13-Oct-20,Tuesday,22,Visa,CVC,?188,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,45.6,Barclays,0
#3589 181,14-Oct-20,Wednesday,12,Visa,CVC,?80,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,44.1,Barclays,0
#2753 909,13-Oct-20,Tuesday,19,Visa,CVC,?195,Online,Products,Russia,Russia,United Kingdom,F,31.8,Barlcays,0
#2700 114,14-Oct-20,Wednesday,11,MasterCard,PIN,?22,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,32.3,Metro,0
#3554 222,14-Oct-20,Wednesday,10,MasterCard,PIN,?30,ATM,Subscription,China,China,China,M,35.1,Lloyds,0
#3480 633,14-Oct-20,Wednesday,7,Visa,Tap,?28,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,51.5,Barclays,0
#3308 284,14-Oct-20,Wednesday,19,Visa,PIN,?18,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,33.8,Metro,0
#2949 033,14-Oct-20,Wednesday,21,MasterCard,CVC,?217,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,35.4,HSBC,0
#2787 768,13-Oct-20,Tuesday,11,Visa,CVC,?8,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,52.7,Metro,0
#2731 538,14-Oct-20,Wednesday,7,Visa,PIN,?348,ATM,Fashion,India,India,India,F,47,Barclays,0
